Unit,Module,Title,Subheaders,Paragraph,Generated Question,Answer_generated
Advanced Natural Language Processing,BERT,Bidirectional Encoder Representations from Transformers (BERT),,"This method of pre-training the model as a discriminator rather than a generator is more sample-efficient. As a result, the learned contextual representations outperform the ones learned by BERT given the same model size, data, and compute.",What do the learned contextual representations outperform?,BERT
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,This module is a special collaboration with a Subject Matter Expert. It was written by Kaushik Shakkari.,What is the name of the module that was written by Kaushik Shakkari?,The subject matter expert
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,This module is a special collaboration with a Subject Matter Expert. It was written by Kaushik Shakkari.,Who wrote the module?,Kaushik Shakkari
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,"Kaushik is a senior data scientist at Cognistx. He proposed and leads SQUARE, an end-end question answering product at Cognistx. He is also a fellow and alumni mentor at the Insights Data Science program. His research and areas of interest include user behavioral analysis, semantic search, and deep learning.",Who is a senior data scientist at Cognistx?,Kaushik
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,"Kaushik is a senior data scientist at Cognistx. He proposed and leads SQUARE, an end-end question answering product at Cognistx. He is also a fellow and alumni mentor at the Insights Data Science program. His research and areas of interest include user behavioral analysis, semantic search, and deep learning.",What is SQUARE?,An end-end question answering product
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,"Kaushik is a senior data scientist at Cognistx. He proposed and leads SQUARE, an end-end question answering product at Cognistx. He is also a fellow and alumni mentor at the Insights Data Science program. His research and areas of interest include user behavioral analysis, semantic search, and deep learning.",Who is an alumni mentor at Insights Data Science?,Kaushik
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,You can reach Kaushik on LinkedIn and read his articles on Medium.,How can you reach Kaushik on LinkedIn?,
Deep Learning and Model Deployment,Model Deployment,About the Author - Kaushik Shakkari,,Kaushik Shakkari,What is the name of Kaushik Shakkari?,"The name of Kaushik Shakkari is ""All the Kaushik Shakkari"
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Computer Vision Architectures,"LeNet,AlexNet,VGGNet,ResNet,The Current State of CNN research",The CNN architecture incorporates a number of layer types as follows:,What type of architecture does the CNN architecture incorporate?,Layer Type
Deep Learning and Model Deployment,Deep Learning & Computer Vision,Computer Vision Architectures,"LeNet,AlexNet,VGGNet,ResNet,The Current State of CNN research",The input layer accepts a 3D matrix of size W1,The input layer accepts a 3D matrix of what size?,W1
