,Unit,Module,Title,Subheaders,Paragraph,Generated Question,Key Concepts,Information Score
4824,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"For example, when each sodium atom in a sample of sodium metal (group 1) gives up one            electron to form a sodium cation, Na+, and each chlorine atom in a sample of            chlorine gas (group 17) accepts one electron to form a chloride anion, Cl,            the resulting compound, NaCl, is composed of sodium ions and chloride ions in the ratio            of one Na+ ion for each Cl ion. Similarly, each calcium atom            (group 2) can give up two electrons and transfer one to each of two chlorine atoms to            form CaCl2, which is composed of Ca2+ and Cl ions in            the ratio of one Ca2+ ion to two Cl ions.",How many electrons can each calcium atom give to each of two chlorine atoms?,"['metal', 'gas', 'compound', 'CaCl2', 'sodium', 'electron', 'compose', 'ca2', 'atom', 'example', 'accept', 'transfer', 'calcium', 'ratio', 'sample', 'chloride', 'anion', 'group', 'form', 'give', 'cation', 'chlorine', '+', 'result', 'ion']",0.0
4825,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"For example, when each sodium atom in a sample of sodium metal (group 1) gives up one            electron to form a sodium cation, Na+, and each chlorine atom in a sample of            chlorine gas (group 17) accepts one electron to form a chloride anion, Cl,            the resulting compound, NaCl, is composed of sodium ions and chloride ions in the ratio            of one Na+ ion for each Cl ion. Similarly, each calcium atom            (group 2) can give up two electrons and transfer one to each of two chlorine atoms to            form CaCl2, which is composed of Ca2+ and Cl ions in            the ratio of one Ca2+ ion to two Cl ions.",What is CaCl2 composed of in the ratio of one Ca2+ and Cl ions?,"['metal', 'gas', 'compound', 'CaCl2', 'sodium', 'electron', 'compose', 'ca2', 'atom', 'example', 'accept', 'transfer', 'calcium', 'ratio', 'sample', 'chloride', 'anion', 'group', 'form', 'give', 'cation', 'chlorine', '+', 'result', 'ion']",0.0
4826,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"Click ""NEXT"" to progress the slideshow","Click ""NEXT"" to progress the slideshow?","['slideshow', 'click', 'progress']",0.0
4827,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"Click ""NEXT"" to progress the slideshow",What is the name of the slideshow?,"['slideshow', 'click', 'progress']",0.0
4828,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"A compound that contains ions and is held together by ionic bonds is called an ionic            compoundCompound held together by ionic bonds.. The periodic table can help us recognize many of the compounds that are ionic:            When a metal is combined with one or more nonmetals, the compound is usually ionic. This            guideline works well for predicting ionic compound formation for most of the compounds            typically encountered in an introductory chemistry course. However, it is not always            true (for example, aluminum chloride, AlCl3, is not ionic).",What is a compound that contains ions and is held together by ionic bonds called?,"['metal', 'compound', 'contain', 'nonmetal', 'chemistry', 'ionic', 'true', 'predict', 'formation', 'course', 'example', 'aluminum', 'work', 'table', 'help', 'guideline', 'encounter', 'chloride', 'periodic', 'compoundcompound', 'recognize', 'hold', 'combine', 'call', 'ion', 'introductory', 'bond']",0.5714285714285713
4829,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"A compound that contains ions and is held together by ionic bonds is called an ionic            compoundCompound held together by ionic bonds.. The periodic table can help us recognize many of the compounds that are ionic:            When a metal is combined with one or more nonmetals, the compound is usually ionic. This            guideline works well for predicting ionic compound formation for most of the compounds            typically encountered in an introductory chemistry course. However, it is not always            true (for example, aluminum chloride, AlCl3, is not ionic).",What does the periodic table help us recognize when a metal is combined with one or more nonmetals?,"['metal', 'compound', 'contain', 'nonmetal', 'chemistry', 'ionic', 'true', 'predict', 'formation', 'course', 'example', 'aluminum', 'work', 'table', 'help', 'guideline', 'encounter', 'chloride', 'periodic', 'compoundcompound', 'recognize', 'hold', 'combine', 'call', 'ion', 'introductory', 'bond']",0.44444444444444453
4830,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"A compound that contains ions and is held together by ionic bonds is called an ionic            compoundCompound held together by ionic bonds.. The periodic table can help us recognize many of the compounds that are ionic:            When a metal is combined with one or more nonmetals, the compound is usually ionic. This            guideline works well for predicting ionic compound formation for most of the compounds            typically encountered in an introductory chemistry course. However, it is not always            true (for example, aluminum chloride, AlCl3, is not ionic).",The guideline works well for predicting what for most of the compounds typically encountered in what course?,"['metal', 'compound', 'contain', 'nonmetal', 'chemistry', 'ionic', 'true', 'predict', 'formation', 'course', 'example', 'aluminum', 'work', 'table', 'help', 'guideline', 'encounter', 'chloride', 'periodic', 'compoundcompound', 'recognize', 'hold', 'combine', 'call', 'ion', 'introductory', 'bond']",0.0
4831,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,Compound held together by ionic bonds.,Compound held together by what type of bonds?,"['hold', 'ionic', 'bond']",0.0
4832,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,Compound held together by ionic bonds.,What type of bond holds Compound together?,"['hold', 'ionic', 'bond']",0.0
4833,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"You can often recognize ionic compounds because of their properties. Ionic compounds are            solids that typically melt at high temperatures and boil at even higher temperatures.            For example, sodium chloride melts at 801 °C and boils at 1413 °C. (As a comparison, the            molecular compound water melts at 0 °C and boils at 100 °C and AlCl3 melts at 180 °C.) In solid form, an ionic            compound is not electrically conductive because its ions are unable to flow            (celectricityd is the flow of charged particles). When molten, however, it can conduct            electricity because its ions are able to move freely through the liquid.",What does sodium chloride melt at?,"['flow', 'compound', 'molecular', 'sodium', 'ionic', 'particle', 'unable', 'temperature', 'example', 'conduct', 'melt', 'conductive', 'charge', 'electricity', '°', 'c', 'comparison', 'chloride', 'water', 'form', 'solid', 'liquid', 'recognize', 'able', 'ion', 'high', 'property', 'boil']",0.0
4834,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"You can often recognize ionic compounds because of their properties. Ionic compounds are            solids that typically melt at high temperatures and boil at even higher temperatures.            For example, sodium chloride melts at 801 °C and boils at 1413 °C. (As a comparison, the            molecular compound water melts at 0 °C and boils at 100 °C and AlCl3 melts at 180 °C.) In solid form, an ionic            compound is not electrically conductive because its ions are unable to flow            (celectricityd is the flow of charged particles). When molten, however, it can conduct            electricity because its ions are able to move freely through the liquid.",What is the molecular compound that melts at 0 °C?,"['flow', 'compound', 'molecular', 'sodium', 'ionic', 'particle', 'unable', 'temperature', 'example', 'conduct', 'melt', 'conductive', 'charge', 'electricity', '°', 'c', 'comparison', 'chloride', 'water', 'form', 'solid', 'liquid', 'recognize', 'able', 'ion', 'high', 'property', 'boil']",0.0
4835,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,"You can often recognize ionic compounds because of their properties. Ionic compounds are            solids that typically melt at high temperatures and boil at even higher temperatures.            For example, sodium chloride melts at 801 °C and boils at 1413 °C. (As a comparison, the            molecular compound water melts at 0 °C and boils at 100 °C and AlCl3 melts at 180 °C.) In solid form, an ionic            compound is not electrically conductive because its ions are unable to flow            (celectricityd is the flow of charged particles). When molten, however, it can conduct            electricity because its ions are able to move freely through the liquid.","When molten, an ionic compound can conduct what?","['flow', 'compound', 'molecular', 'sodium', 'ionic', 'particle', 'unable', 'temperature', 'example', 'conduct', 'melt', 'conductive', 'charge', 'electricity', '°', 'c', 'comparison', 'chloride', 'water', 'form', 'solid', 'liquid', 'recognize', 'able', 'ion', 'high', 'property', 'boil']",0.0
4836,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,Adapted from Openstax Chemistry under  Creative Commons Attribution                4.0 License.,Adapted from Openstax Chemistry under what Creative Commons Attribution 4.0 License?,"['license', 'adapt']",0.0
4837,Foundations of Chemistry,Elements and Compounds,Ionic Compounds,,Download for free at .,What is a free download at.pdf?,['free'],0.0
