,Unit,Module,Title,Subheaders,Paragraph,Question,Key Concepts,Information Score
45,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration","In practice, the 1.5 IQR criterion for an outlier is somewhat arbitrary. It is better to regard an observation satisfying this criterion as a potential outlier rather than a definite outlier. When a distribution has a long right tail, some observations may fall more than 1.5 IQR above the upper quartile even if they are not separated far from the bulk of the data.","In practice, what is the best way to determine if an outlier is a potential outlier?","['well', 'bulk', 'arbitrary', 'datum', 'regard', 'long', 'definite', 'distribution', 'tail', 'criterion', 'fall', 'separate', 'practice', 'upper', 'observation', 'outlier', 'quartile', 'right', 'iqr', 'potential', 'satisfy']",0.7333333333333333
46,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration",Another way to measure position is by the number of standard deviations that a point falls from the mean. The number of standard deviations that an observation falls from the mean is called its z-score.,The number of standard deviations that an observation falls from the mean is called what?,"['mean', '-', 'score', 'standard', 'observation', 'call', 'z', 'way', 'deviation', 'point', 'measure', 'number', 'fall', 'position']",0.0
47,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration",Missing completely at random (MCAR) implies that missing data is not related to the data. The probability of data being missing is the same for all observations.,The probability of missing data is the same for all observations except for what?,"['probability', 'imply', 'datum', 'observation', 'miss', 'relate', 'random']",0.0
48,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration",Not missing at random (NMAR) means that the probability of data being missing varies for reasons that are unknown.,"For example, what is missing in the data?","['mean', 'probability', 'datum', 'reason', 'varie', 'miss', 'random', 'unknown', 'nmar']",0.0
49,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration","Omission is often the go-to technique when there are missing values. Omission involves excluding the missing values from the dataset. Remember, you will suffer a loss of data if you exclude values instead of finding other missing value-handling techniques. Omission can be done when the number of missing values is small.","For example, if the missing values are small, what can you do to mitigate the loss of data?","['suffer', 'loss', 'datum', 'involve', 'remember', 'find', 'miss', 'exclude', 'number', 'omission', 'technique', 'small', 'value', 'handle', 'dataset']",0.0
50,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration","As you learned previously, there are different types of data, and those types of data have specific data transformation techniques that accommodate them.",What are the data transformations that are used to transform data?,"['type', 'datum', 'accommodate', 'transformation', 'learn', 'specific', 'technique', 'different']",0.0
51,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration",An exampleof a popular quantitative transformation is converting the date of birth to age.,"In addition to age, what else is a popular transformation?","['convert', 'age', 'birth', 'exampleof', 'transformation', 'quantitative', 'popular', 'date']",0.6
52,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration","Data integration involves ingesting, transforming, and integrating the transformed data for access. The data is integrated to allow for analytic solution development, i.e., modeling and analysis. A popular example is integrating data into a data warehouse so that OLAP (Online Analytical Processing) servers, DSS (Decision Support) Systems, and other enterprise-wide analytic tools can access the data. The data can also be moved to data marts within the data architecture so that other parts of the enterprise can access the data. When there is a data warehouse, data integration can be done with the assistance of an ETL (extract, transform, and load) mechanism.",The data is integrated to allow for what?,"['move', 'mechanism', 'assistance', 'integrate', 'access', 'solution', 'tool', 'load', 'ingest', 'mart', 'transforming', 'data', 'datum', 'transform', 'allow', 'integration', 'example', 'modeling', 'extract', 'analytic', 'architecture', 'part', 'popular', 'etl', 'development', 'enterprise', 'wide', 'server', 'involve', 'analysis', 'warehouse']",0.0
53,Exploratory Data Analysis,Performing Exploratory Data Analysis,Data Wrangling,"Outliers,The z-score,Handling Missing Values,Imputation,Omission,Outliers,Transforming Categorical Data,Transforming Quantitative Data,Data Wrangling to Data Exploration","In the next module, we will be taking an in-depth look into data exploration techniques. This is typically referred to as Exploratory Data Analysis (EDA). EDA is used somewhat analogous to descriptive analysis in statistics. The results of an EDA exercise can give insights into the project. This is why it is important to begin the data understanding process with wrangling. At this point in the data science lifecycle, data has been preprocessed for use during the EDA process and beyond. Remember, data wrangling is not just for analytic solutions.",What is the term for the process of processing data for use in the EDA process?,"['use', 'solution', 'analogous', 'process', 'understanding', 'take', 'descriptive', 'datum', 'insight', 'preprocesse', 'remember', 'point', 'begin', 'exercise', 'lifecycle', 'analytic', 'look', 'module', 'important', 'project', 'wrangling', 'science', 'exploration', 'depth', 'result', 'refer', 'statistic', 'technique', 'analysis']",0.0
54,Data Science Project Planning,Design and Plan Overview,Overview,,The data science project's design document should explain the entire system architecture of both the low-level and high-level components. A system architecture diagram can significantly simplify the explanation of the solution's architecture.,A system architecture diagram can help explain what?,"['entire', 'explain', 'explanation', 'architecture', 'datum', 'solution', 'low', 'simplify', 'design', 'system', 'level', 'component', 'high', 'project', 'document', 'diagram', 'science']",0.625
55,Data Science Project Planning,Design and Plan Overview,Overview,,"Figure 1. Overview of ACAI Architecture (MCDS Capstone Project, 2020)","Overview of ACAI Architecture (MCDS Capstone Project, 2020) is a project that is being led by a group of people from what city?","['figure', 'overview']",0.0
56,Data Science Project Planning,Design and Plan Overview,Overview,,"While developing this architecture, the team can identify various bottlenecks of the project. Developers should be aware of the data used in the project and the various transformations that the data would go through. Thus a clear understanding of the data flow and design must be developed. This can be done by using various flow diagrams. Based on relevance, a number of diagrams like domain model, component, interface design, activity, entity, class, and sequence diagrams can be modeled in order to obtain an overall understanding of the design considerations that need to be made and to describe an overview of the implementation of the project. Context diagrams, problem diagrams, and frame diagrams can be used to outline the scope of the project. The dependencies in a project can be depicted via entity-relationship diagrams. Dataflow diagrams can be used to explain the flow of information from one module to another. Activity and sequence diagrams explain the interaction between systems or modules. Unlike these diagrams, use case diagrams document the user interactions with the system. State machine diagrams depict the system behaviors for various events.",Activity diagrams show the user interactions with what?,"['context', 'explain', 'use', 'user', 'frame', 'consideration', 'model', 'overview', 'behavior', 'system', 'machine', 'obtain', 'relevance', 'aware', 'diagram', 'scope', 'interaction', 'sequence', 'data', 'understanding', 'overall', 'datum', 'class', 'need', 'component', 'interface', 'clear', 'flow', 'depict', 'architecture', 'team', 'outline', 'identify', 'module', 'base', 'number', 'order', 'developer', 'project', 'activity', 'problem', 'entity', 'case', 'information', 'develop', 'implementation', 'dataflow', 'domain', 'transformation', 'bottleneck', 'design', 'describe', 'dependency', 'relationship', 'document', 'state', 'event']",0.0
